informal,formal,point_indexes,label,len_label
"udah aku dm lho kak dari tadi pagi , fyi aja","sudah aku dm dari tadi pagi , kak , sebagai informasi saja .","[2, 0, 3, 6, 0, 13, 7, 8, 9, 5, 0, 0, 0, 0]","[4, 3, 2, 2, 3, 8, 2, 2, 2, 2, 3, 3, 3, 2]",14
pake wipi ( vsat . seluler mati udah mau xnumberx minggu,pakai wi - fi ( vsat . seluler mati sudah hampir dua minggu .,"[2, 0, 4, 0, 5, 6, 7, 8, 9, 16, 0, 0, 0, 0, 0, 0, 17, 0]","[4, 3, 5, 3, 2, 2, 2, 2, 2, 6, 3, 3, 3, 3, 3, 3, 4, 2]",18
dari tadi mention terus gak dibalas . tolong dong dibalas . dm saya juga tolong dibalas,dari tadi mention terus tidak dibalas . tolong dibalas . dm saya juga tolong dibalas .,"[1, 2, 3, 4, 5, 7, 0, 8, 9, 11, 0, 12, 13, 14, 15, 16, 17, 18, 0]","[2, 2, 2, 2, 2, 4, 3, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 4, 2]",19
"sy malah udh dari tgl xnumberx beres , blm jg dpt rewardnya smp skrg","saya malah sudah dari tanggal xnumberx selesai , belum juga dapat reward - nya sampai sekarang .","[2, 0, 5, 0, 0, 7, 0, 8, 9, 10, 12, 0, 17, 0, 0, 0, 0, 18, 24, 0, 0, 0, 0, 0, 0]","[4, 3, 4, 3, 3, 4, 3, 2, 2, 2, 4, 3, 6, 3, 3, 3, 3, 2, 8, 3, 3, 3, 3, 3, 2]",25
ogah ah males ga ad kuota,tidak . malas tidak ada kuota .,"[8, 0, 0, 0, 0, 0, 0, 0, 9, 0]","[8, 3, 3, 3, 3, 3, 3, 3, 4, 2]",10
layanan grabfood kok nggabisa dibuka ya min ?,layanan grabfood kenapa tidak bisa dibuka admin ?,"[1, 2, 3, 4, 5, 10, 0, 0, 0, 0, 13, 0, 0, 14, 0]","[2, 2, 2, 2, 2, 6, 3, 3, 3, 3, 4, 3, 3, 2, 2]",15
"min , mau nanya . cara mengaktifkan no indosat yang sudah terblokir karena lupa isi pulsa , gmn yah ?","admin , mau tanya . cara mengaktifkan nomor indosat yang sudah terblokir karena lupa isi pulsa bagaimana ?","[2, 0, 3, 6, 0, 0, 7, 8, 10, 0, 11, 12, 13, 14, 15, 16, 17, 18, 19, 24, 0, 0, 0, 0, 25, 0]","[4, 3, 2, 4, 3, 3, 2, 2, 4, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 3, 3, 3, 3, 2, 2]",26
"selamat malam , saya mau tanya atas nomor + xnumberx mengajukan pulsa sos kenapa pas cek pulsa gak masuk ya ? atau diserot ? bisa tolong dikembalikan nggak ?","selamat malam , saya mau tanya atas nomor + xnumberx mengajukan pulsa sos . mengapa saat cek pulsa tidak masuk ? atau dipakai ? bisa tolong dikembalikan tidak ?","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 19, 0, 0, 20, 22, 0, 24, 0, 25, 28, 0, 0, 29, 30, 31, 33, 0, 34, 0]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 6, 3, 3, 2, 4, 3, 2, 3, 2, 4, 3, 3, 2, 2, 2, 4, 3, 2, 2]",35
haloo xuserx tolong baless dm sayaa,"halo xuserx , tolong balas dm saya .","[1, 3, 0, 4, 5, 6, 9, 0, 0, 10, 12, 0, 0]","[2, 2, 3, 2, 2, 4, 4, 3, 3, 2, 4, 3, 2]",13
"wkwkwkk bener juga , xnumberx luwih akeh pilihane","hahaha , benar juga . xnumberx lebih banyak pilihannya .","[9, 0, 0, 0, 0, 0, 0, 0, 10, 8, 11, 12, 13, 20, 0, 0, 0, 0, 0, 0, 0]","[5, 3, 3, 3, 3, 3, 3, 3, 4, 4, 2, 2, 2, 7, 3, 3, 3, 3, 3, 3, 2]",21
"min . miminn . dengarlah ratapan kami yg koneksinya busuk min . kira2 lah koneksi kyk bgini , blngnya xnumberx g .","min . admin . dengarlah ratapan kami yang koneksinya buruk . kira - kira lah , koneksi seperti ini tapi bilangnya xnumberx g .","[1, 2, 5, 0, 0, 6, 7, 8, 9, 10, 12, 0, 13, 16, 0, 0, 17, 19, 0, 25, 28, 0, 0, 0, 0, 20, 0, 0, 29, 30, 31, 32, 33, 34, 35, 0]","[2, 2, 4, 3, 3, 2, 2, 2, 2, 2, 4, 3, 2, 4, 3, 3, 2, 5, 3, 2, 7, 3, 3, 3, 3, 2, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2]",36
"sore min , ini ada keluhan nomer saya pulsa kesedot terus , padahal tidak berlangganan paket apapun . tolong di cek min + xnumberx xnumberx - xnumberx - xnumberx","sore admin . ini ada keluhan nomor saya , pulsa terpotong terus . padahal tidak berlangganan paket apapun . tolong diperiksa min + xnumberx xnumberx - xnumberx - xnumberx .","[1, 19, 0, 9, 5, 6, 8, 0, 3, 12, 0, 0, 14, 0, 15, 16, 17, 18, 20, 4, 23, 0, 0, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 0]","[2, 4, 3, 2, 2, 2, 4, 3, 2, 4, 3, 3, 4, 3, 2, 2, 2, 2, 4, 2, 4, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2]",44
"halo selamat pagi , kalo atm mandiri terblokir krn salah pswrd , mandiri online ikut keblokir tdk ? tks","halo , selamat pagi . kalau atm mandiri terblokir karena salah password , mandiri online ikut terblokir tidak ? terima kasih .","[1, 4, 3, 6, 2, 0, 7, 8, 9, 10, 12, 0, 16, 0, 0, 0, 17, 18, 19, 21, 0, 22, 24, 0, 27, 0, 0, 0]","[2, 2, 2, 5, 2, 3, 2, 2, 2, 2, 4, 3, 4, 3, 3, 3, 2, 2, 2, 4, 3, 2, 4, 3, 6, 3, 3, 2]",28
"sudah saya kirim email berikut bukti gagal dan screenshot sms masuk dari xnumberx , mohon diproses , terima kasih","saya sudah kirim email berikut bukti gagal dan screenshot sms masuk dari xnumberx , mohon diproses , terima kasih .","[2, 3, 1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 0]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2]",26
kalo saya setuju dan kemudian saya menolak tidak bisa di setujui ya ? jadi gimana solusinya buat saya ?,"kalau saya setuju dan kemudian saya menolak , apakah tidak bisa disetujui ? jadi gimana solusi buat saya ?","[2, 0, 3, 4, 5, 6, 7, 8, 9, 14, 0, 0, 0, 0, 15, 16, 18, 0, 19, 20, 21, 0]","[4, 3, 2, 2, 2, 2, 2, 5, 2, 4, 3, 3, 3, 3, 2, 2, 4, 3, 2, 2, 2, 2]",22
"td aq dm telkomsel , nanyain kapan aq dpt hadiah 🤣 🤦 ‍ ️",tadi aku dm telkomsel menanyakan kapan aku dapat hadiah ? hahaha .,"[3, 0, 0, 4, 9, 0, 0, 0, 0, 12, 0, 0, 15, 0, 0, 0]","[5, 3, 3, 2, 4, 3, 3, 3, 3, 5, 3, 3, 7, 3, 3, 2]",16
"pernah dulu nganter papa mau kontrol ke rs , sama driver nya mau digratisin buat kita nya karna udah ngurus bapaknya yg sakit","pernah dahulu mengantar papa kontrol ke rs , oleh pengemudinya digratiskan untuk kami karena sudah mengurus bapaknya yang sakit .","[1, 5, 0, 0, 0, 7, 0, 8, 9, 10, 15, 0, 0, 0, 0, 16, 25, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 28, 0]","[2, 5, 3, 3, 3, 2, 3, 2, 2, 2, 6, 3, 3, 3, 3, 2, 9, 3, 3, 3, 3, 3, 3, 3, 3, 4, 3, 4, 2]",29
kiriman saya dgn resi xnumberx kok tulisannya masih on process ya di website ? pdhl harusnya hari ini sdh sampai krn pakai paket yes,"kiriman saya dengan resi xnumberx , mengapa statusnya masih on process di website ? padahal , seharusnya hari ini sudah sampai karena menggunakan paket yes .","[1, 2, 4, 0, 5, 6, 7, 8, 11, 0, 0, 12, 13, 15, 0, 16, 17, 21, 0, 0, 0, 22, 24, 0, 27, 0, 0, 28, 29, 0]","[2, 2, 4, 3, 2, 2, 2, 2, 6, 3, 3, 2, 2, 2, 3, 2, 2, 6, 3, 3, 3, 2, 4, 3, 5, 3, 3, 2, 4, 2]",30
"seharian ini order go food lama bgt ga nyantol , go ride pun juga . sekalinya dapet , driver nya jauh bgt","seharian ini memesan go - food , lama sekali dapatnya . go - ride juga sama . sekalinya dapat , pengemudinya sangat jauh ,","[1, 2, 4, 0, 5, 14, 21, 0, 0, 0, 0, 0, 0, 0, 6, 16, 17, 19, 0, 24, 15, 22, 20, 0, 27, 0, 0, 30, 0, 0, 0]","[2, 2, 4, 3, 4, 2, 2, 3, 3, 3, 3, 3, 3, 3, 2, 4, 2, 2, 3, 8, 2, 4, 2, 3, 6, 3, 3, 4, 3, 3, 2]",31
mau maketin harian kok gabisa teus min,mau memaketkan harian mengapa selalu tidak bisa admin ?,"[1, 4, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0]","[2, 5, 3, 3, 9, 3, 3, 3, 3, 3, 3, 2]",12
ini yg lagi rame biskuit ijo yak ? wkwk,apa yang sedang ramai biskuit hijau ?,"[5, 0, 0, 0, 0, 9, 0, 0, 0, 14, 0, 0, 0, 0, 0]","[7, 3, 3, 3, 3, 4, 3, 3, 3, 2, 3, 3, 3, 3, 2]",15
tolong pulsa belum masuk . udah transfer juga . makasih .,"tolong , pulsa belum masuk , padahal saya sudah transfer juga . terima kasih .","[1, 2, 3, 4, 7, 0, 0, 8, 9, 12, 0, 0, 13, 0]","[2, 4, 2, 2, 7, 3, 3, 2, 2, 5, 3, 3, 2, 2]",14
"min xuserx , topup unlimited kok gagal terus . gangguankah ?","admin xuserx , top up unlimited kenapa selalu gagal ? gangguan kah ?","[2, 0, 3, 4, 5, 6, 8, 0, 9, 10, 12, 0, 17, 0, 0, 18, 0, 15, 0]","[4, 3, 2, 2, 2, 2, 4, 3, 2, 2, 5, 3, 2, 3, 3, 5, 3, 2, 2]",19
telkomsel itu yg di lt15 dan besmenn sinyalnya bagus ( kalau deket jendela ),telkomsel itu yang di lantai xnumberx dab lantai bawah yang sinyalnya bagus ( jika dekat jendela .,"[1, 2, 4, 0, 11, 0, 0, 0, 0, 0, 0, 12, 13, 14, 18, 0, 0, 0, 20, 0, 0]","[2, 2, 4, 3, 12, 3, 3, 3, 3, 3, 3, 2, 2, 2, 5, 3, 3, 3, 4, 3, 2]",21
maaf saya kok gk bisa dm ya ? no saya xnumberx mau daftar paket freedom yg xnumberx xnumberx k dapat xnumberx giga kak,"maaf , mengapa saya tidak bisa mengirim dm ya ? nomor saya xnumberx , ingin mendaftar paket freedom yang xnumberx ribu dapat xnumberx giga kak .","[1, 2, 5, 0, 0, 6, 7, 8, 10, 0, 11, 12, 13, 14, 17, 0, 0, 18, 20, 0, 21, 22, 23, 29, 0, 0, 0, 0, 0, 30, 31, 32, 33, 34, 35, 36, 37, 0]","[2, 5, 4, 3, 3, 4, 2, 2, 4, 3, 2, 2, 2, 2, 6, 3, 3, 2, 4, 3, 2, 2, 2, 4, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 4, 2]",38
"halo admin , ini pulsa saya xnumberx xnumberx xnumberx k ilang kemana yaa ? bisa tolong cek traffic pemakaian pulsanya ?",halo admin . pulsa saya xnumberx ribu hilang ke mana ya ? bisa tolong diperiksa penggunaan pulsanya ?,"[1, 2, 5, 0, 0, 6, 7, 8, 9, 10, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 26, 30, 0, 0, 0, 31, 32, 33, 0]","[2, 2, 4, 3, 3, 2, 2, 2, 2, 2, 8, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 5, 3, 3, 3, 2, 2, 2, 2]",34
sudah saya dm tolong di bales,sudah saya dm tolong dibales .,"[1, 2, 3, 4, 8, 0, 0, 0, 0]","[2, 2, 2, 2, 6, 3, 3, 3, 2]",9
"hello , knp mau isi voucher kuota ndak bisa ya ? tulisannya "" ulangi setelah beberapa saat lagi . gitu terus dari pagi ? kenapa ni ?","halo , kenapa mau isi voucher kuota tidak bisa ? tulisannya "" ulangi setelah beberapa saat lagi . selalu begitu dari pagi . kenapa ini ?","[2, 0, 29, 0, 0, 6, 7, 8, 9, 10, 12, 0, 14, 0, 15, 16, 17, 18, 19, 20, 21, 22, 23, 26, 0, 0, 27, 28, 32, 5, 0, 0, 0]","[4, 3, 2, 3, 3, 2, 2, 2, 2, 2, 4, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 5, 3, 3, 2, 6, 2, 2, 3, 3, 2]",33
"hai admin , bisa bertanya tentang bni autopay ?","hai admin , bisa bertanya tentang bni autopay ?","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 0]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",13
min jne trucking dr medan ke pinang ranti berat sekitar xnumberx - xnumberx kilo brp y min ? sya cek kok malah tambah mahal min ?,"admin , jne trucking dari medan ke pinang ranti berat sekitar xnumberx - xnumberx kilo berapa admin ? saya cek malah tambah mahal admin .","[2, 0, 3, 4, 5, 6, 8, 0, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 29, 0, 0, 0, 0, 31, 0, 33, 0, 34, 35, 38, 0, 0, 0]","[5, 3, 2, 2, 2, 2, 4, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 5, 3, 3, 3, 3, 4, 3, 2, 3, 2, 2, 5, 3, 3, 2]",39
"min m - banking saya keblokir gara gara lupa password , boleh dibantu cara aktivasi kembali m - banking saya ?","admin , m - banking saya terblokir karena lupa password . boleh dibantu cara aktivasi kembali m - banking saya ?","[13, 0, 3, 4, 5, 24, 0, 8, 11, 0, 0, 12, 14, 20, 15, 16, 17, 18, 19, 2, 21, 22, 23, 7, 25, 0]","[4, 3, 2, 2, 2, 2, 3, 2, 4, 3, 3, 2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2, 2]",26
"halo min , saya transaksi di yoshinoya pake promo gratis jajan dan makan xpercentx kog cashbacknya ga masuk ya ?","halo admin . saya transaksi di yoshinoya menggunakan promo gratis jajan dan makan xpercentx , mengapa cashbacknya tidak masuk ?","[1, 4, 0, 21, 5, 6, 7, 8, 9, 11, 0, 12, 13, 14, 15, 16, 17, 18, 19, 3, 0, 22, 23, 25, 0, 27, 0, 28, 0]","[2, 5, 3, 4, 2, 2, 2, 2, 2, 4, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 4, 3, 2, 3, 2, 2]",29
berarti harus aktif satu card saja sesuai card yang di pakai verifikasi ? okedeh terimakasih,berarti harus aktif satu card saja sesuai card yang dipakai verifikasi ? oke deh terimakasih .,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 0, 0, 13, 14, 17, 0, 0, 18, 0]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 3, 3, 2, 2, 4, 3, 3, 4, 2]",19
"indosat gila , pulsa kesedot lagi xnumberx xnumberx rb xuserx gimana ini woy anjir","indosat gila , pulsa tersedot lagi xnumberx ribu xuserx . bagaimana ini ? anjir !","[1, 2, 3, 4, 6, 0, 7, 8, 9, 10, 11, 17, 0, 0, 0, 0, 0, 18, 19, 21, 0, 24, 0, 0, 25, 26, 0]","[2, 2, 2, 2, 4, 3, 2, 2, 2, 2, 2, 4, 3, 3, 3, 3, 3, 2, 2, 5, 3, 4, 3, 3, 2, 4, 2]",27
"dari xtimex paket saya di bekasi gateway terus , nyangkut min ? no resi jp xphonex","dari xtimex paket saya di bekasi gateway terus . apakah tersangkut , admin ? nomor resi jp xphonex .","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 18, 0, 0, 0, 0, 0, 20, 0, 21, 22, 23, 24, 25, 0]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 6, 4, 3, 3, 3, 3, 3, 4, 3, 2, 2, 2, 2, 4, 2]",26
udah dua hari stuck gitu dari tanggal xnumberx gak dianterin padahal udah di kota saya ini kurirnya kenapa ya tolong follow up jp xphonex,sudah dua hari macet begitu dari tanggal xnumberx tidak diantarkan . padahal sudah di kota saya ini kurirnya . mengapa ya tolong follow up jp xphonex .,"[2, 0, 3, 7, 0, 0, 0, 8, 9, 10, 11, 12, 17, 0, 0, 0, 0, 19, 0, 20, 21, 22, 23, 24, 26, 0, 27, 28, 29, 30, 31, 32, 33, 34, 0]","[4, 3, 2, 5, 3, 3, 3, 2, 2, 2, 2, 2, 7, 3, 3, 3, 3, 4, 3, 2, 2, 2, 2, 2, 5, 3, 2, 2, 2, 2, 2, 2, 2, 4, 2]",35
saya barusan isi saldo gopay tapi ga masuk ?,saya barusan isi saldo gopay tapi tidak masuk .,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 0, 13, 0, 0]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 3, 4, 3, 2]",14
tolong cek dm min xuserx haiss,"tolong cek dm , admin xuserx .","[1, 2, 3, 5, 0, 6, 7, 10, 0, 0, 0]","[2, 2, 2, 5, 3, 2, 2, 4, 3, 3, 2]",11
iyaa mas ndang dibenerin yaa . apalagi buat airlangga kampus c lemott telkomsel,"iya mas ndang , dibenarkan ya . apalagi untuk airlangga kampus c , telkomsel lambat .","[1, 3, 0, 4, 5, 10, 0, 0, 0, 0, 11, 13, 0, 14, 15, 18, 0, 0, 19, 0]","[2, 2, 3, 2, 2, 6, 3, 3, 3, 3, 2, 4, 3, 2, 2, 4, 3, 3, 5, 2]",20
min kok saya nyari menu gofood gada si ? terus sama waktu mau isi gopay abangnya ga mau,"admin . kenapa saya mencari menu gofood tidak ada ? kemudian , saat ingin mengisi gopay , abang tidak mau .","[3, 0, 0, 6, 0, 0, 7, 8, 9, 13, 0, 0, 0, 19, 0, 0, 0, 0, 0, 20, 21, 22, 25, 0, 0, 26, 0]","[6, 3, 3, 4, 3, 3, 2, 2, 2, 5, 3, 3, 3, 8, 3, 3, 3, 3, 3, 2, 2, 4, 4, 3, 3, 4, 2]",27
"permisi selamat malam , ini saya beli pulsa xnumberx , lalu saya daftarkan paket unlimite sebesar xnumberx kenapa sampe sekarang tidak bisa mengakses kuota ?","permisi , selamat malam , ini saya beli pulsa xnumberx , lalu saya daftarkan paket unlimited sebesar xnumberx . kenapa sampai sekarang tidak bisa mengakses kuota ?","[1, 2, 5, 4, 14, 3, 7, 8, 9, 10, 11, 12, 13, 15, 6, 16, 17, 18, 19, 20, 21, 23, 0, 24, 25, 26, 27, 28, 30, 0, 31, 32, 33, 34, 35, 36, 0]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2, 2, 2, 2, 2, 2, 2, 4, 3, 2, 2, 2, 2, 4, 4, 3, 2, 2, 2, 2, 2, 2, 2]",37
gmn nih xuserx paket saya dr kmrn stuck pdhl udh deket hadeh gmn sii,"bagaimana ini xuserx , paket saya dari kemarin stuck padahal sudah dekat . aduh bagaimana sih .","[4, 0, 0, 0, 5, 6, 7, 8, 13, 0, 0, 0, 0, 14, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 3, 3, 3, 2, 2, 4, 2, 5, 3, 3, 3, 3, 2, 11, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2]",28
ini masih gangguan sinyal xnumberx g ga bisa aktif datanya ?,ini masih gangguan sinyal xnumberx g . tidak bisa aktif datanya ?,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 0, 12, 13, 14, 15, 0]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 5, 3, 2, 2, 2, 2, 2]",16
"saya jg ggl paham , apakan xnumberx merchant bsa xnumberx x ?","saya juga gagal paham , apakah xnumberx penjual dapat xnumberx kali ?","[1, 5, 0, 0, 0, 6, 9, 0, 0, 10, 11, 12, 17, 0, 0, 0, 0, 18, 19, 20, 22, 0, 23, 0]","[2, 5, 3, 3, 3, 2, 4, 3, 3, 2, 2, 2, 5, 3, 3, 3, 3, 2, 2, 2, 4, 3, 2, 2]",24
egh salah min masukdnya a heeheh,"eh salah admin , maksudnya a hahaha .","[3, 0, 0, 8, 0, 0, 0, 0, 12, 0, 0, 0, 0]","[4, 3, 3, 6, 3, 3, 3, 3, 6, 3, 3, 3, 2]",13
"jaringn internet xnumberx g saya error , hanya bisa h + itupun lemot sekali .","jaringan internet xnumberx g saya error , hanya bisa h + . itu saja lambat sekali .","[3, 0, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 20, 0, 0, 0, 21, 19, 0]","[4, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 4, 6, 2]",22
"gimana nih , j & t udah xnumberx hari paket saya gak ada perkembangan !",gimana ? j & t sudah xnumberx hari paket saya tidak ada perkembangan .,"[1, 4, 0, 0, 5, 6, 8, 0, 9, 10, 11, 12, 13, 14, 16, 0, 17, 19, 0, 0]","[2, 4, 3, 3, 2, 2, 4, 3, 2, 2, 2, 2, 2, 2, 4, 3, 2, 4, 3, 2]",20
"malam , saya mau buka rekening tahapan bca apakah bisa jika belum punya npwp ? sudah punya ktp",malam . saya mau buka rekening tahapan bca . apakah bisa jika belum memiliki npwp ? sudah punya ktp .,"[1, 3, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 0, 15, 16, 17, 18, 19, 20, 0]","[2, 4, 3, 2, 2, 2, 2, 2, 4, 2, 2, 2, 4, 3, 2, 2, 2, 2, 2, 4, 2]",21
main ps sama sinb ga ada ?,tidak ada bermain ps bersama sinb ?,"[7, 0, 4, 0, 5, 8, 0, 2, 9, 0]","[4, 3, 4, 3, 2, 2, 3, 4, 2, 2]",10
"ha sung woon , red velvet , tiffany hwang , kyuhyun","ha sung woon , red velvet , tiffany hwang , kyuhyun .","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 0]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2]",20
"no . order adr - xnumberx - xnumberx - xnumberx driver a . n slamet riyadi , saya minta tolong kirim kontak / no telfon driver tersebut , karena saya belum bayar . pengen saya transfer ke bapaknya","nomor order adr - xnumberx - xnumberx - xnumberx , pengemudi atas nama slamet riyadi , saya minta tolong kirim kontak / nomor telepon pengemudi tersebut , karena saya belum membayar . saya ingin transfer ke bapaknya .","[3, 0, 0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 26, 0, 0, 50, 0, 25, 39, 24, 47, 29, 30, 31, 32, 38, 0, 0, 0, 0, 0, 40, 41, 46, 28, 44, 0, 27, 0, 42, 48, 49, 22, 0]","[4, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 2, 3, 2, 2, 6, 4, 2, 2, 2, 2, 6, 3, 3, 3, 3, 3, 4, 2, 2, 2, 4, 3, 2, 3, 2, 2, 2, 2, 2]",51
kirain cuma aku doang yg kek gini,saya kira hanya saya saja yang seperti ini .,"[1, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 10, 3, 3, 3, 3, 3, 3, 3, 3, 2]",11
hati2 ya guys ! makin banyak orang cari cara dapet duit haram,hati - hati ya guys ! semakin banyak orang cari cara dapat uang haram .,"[1, 3, 0, 4, 5, 6, 8, 0, 9, 10, 11, 14, 0, 0, 15, 0]","[2, 5, 3, 2, 2, 2, 4, 3, 2, 2, 2, 5, 3, 3, 4, 2]",16
"kak tujuan akun ini apasih ? komplain ga d respon , di dm juga ga dibaca . ini jadinya solusi saya ga bisa beli kuota gimana ?","kak , tujuan aku ini apa ? komplain tidak di respons , di dm juga tidak dibaca . ini jadinya solusi saya tidak bisa beli kuota bagaimana ?","[1, 13, 4, 0, 5, 7, 0, 8, 9, 14, 0, 0, 0, 2, 15, 16, 18, 0, 19, 20, 21, 22, 23, 25, 0, 26, 27, 29, 0, 30, 0]","[2, 2, 4, 3, 2, 2, 3, 2, 2, 4, 3, 3, 3, 2, 6, 2, 4, 3, 2, 2, 2, 2, 2, 4, 3, 2, 2, 4, 3, 2, 2]",31
"cek dm , pake buktin pengembalian donk .","periksa dm , dengan membuktikan pengembalian .","[2, 0, 3, 7, 0, 0, 0, 10, 0, 0, 11, 0]","[4, 3, 2, 5, 3, 3, 3, 2, 3, 3, 2, 2]",12
gua udah ga kuat dri dari pake indosat udah dari xnumberx tahun lalu . akhirnya ganti kartu wkek,saya sudah tidak kuat menggunakan indosat dari dua tahun yang lalu . akhirnya saya ganti kartu hahaha .,"[4, 0, 0, 0, 8, 0, 0, 0, 10, 0, 15, 0, 0, 0, 0, 16, 17, 18, 19, 20, 24, 0, 0, 0, 0]","[6, 3, 3, 3, 4, 3, 3, 3, 2, 3, 4, 3, 3, 3, 3, 4, 2, 2, 4, 2, 6, 3, 3, 3, 2]",25
saya min uda xnumberx tahunan pakai tri sampai gonta ganti hp karena rusak tetap setiap sama tri alhamdulillah .,"saya admin , sudah sekitar sembilan tahun pakai tri sampai gonta - ganti hp karena rusak tetap setia dengan tri , alhamdulillah .","[1, 10, 0, 0, 0, 0, 0, 0, 0, 0, 11, 12, 13, 14, 15, 16, 17, 18, 19, 22, 0, 0, 23, 24, 25, 0]","[2, 9, 3, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 4, 2, 2, 2, 2, 5, 3, 3, 4, 2, 2, 2]",26
mosok ? aku udah ganti hp harang buat nuruti sinyal xl ki padahal .,yang benar ? aku sudah ganti ponsel mahal untuk menuruti sinyal xl ini padahal .,"[3, 0, 0, 4, 6, 0, 13, 0, 0, 0, 0, 0, 0, 14, 16, 0, 17, 18, 0]","[5, 3, 3, 2, 4, 3, 7, 3, 3, 3, 3, 3, 3, 2, 4, 3, 2, 2, 2]",19
paket dengan resi xnumberx bagaimana ya kabarnya ? kok statusnya ga berubah ya ? kan yes,paket dengan resi xnumberx bagaimana kabarnya ? mengapa statusnya tidak berubah ya ? padahal yes .,"[1, 2, 3, 4, 5, 6, 7, 8, 10, 0, 11, 13, 0, 15, 0, 16, 17, 19, 0, 20, 0]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 4, 3, 4, 3, 2, 2, 4, 3, 4, 2]",21
mantap xuserx segini + soup cream cuman xnumberx,"xuserx mantap , sebanyak ini + sup krim hanya xnumberx .","[2, 7, 3, 4, 1, 0, 0, 13, 0, 0, 0, 0, 0, 14, 15, 16, 17, 0]","[2, 6, 2, 2, 2, 3, 3, 6, 3, 3, 3, 3, 3, 2, 2, 2, 4, 2]",18
"min saya top up shopee pay pake ovo pake va mandiri , ini beneran masuk ? biasanya namanya shopee . kan ?","admin , saya top up shopeepay pakai ovo pakai va mandiri , apakah ini masuk ? biasanya namanya shopee kan ?","[14, 0, 3, 4, 5, 6, 9, 0, 0, 10, 12, 0, 13, 15, 2, 18, 0, 0, 19, 20, 21, 22, 23, 25, 0, 26, 27, 0]","[4, 3, 2, 2, 2, 2, 6, 3, 3, 2, 4, 3, 2, 5, 2, 2, 3, 3, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2]",28
