informal,formal,point_indexes,label,len_label
hai jnt xxxuserxxx mau tanya dong kenapa paket yg saya kirim masih gini aja ya mohon pencerahannya,hai jnt xxxuserxxx . mau tanya mengapa paket yang saya kirim masih begini saja . mohon pencerahannya .,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 13, 0, 0, 15, 0, 16, 17, 21, 0, 0, 0, 22, 23, 24, 0]","[2, 2, 2, 2, 2, 2, 2, 2, 4, 2, 4, 3, 3, 4, 3, 2, 2, 6, 3, 3, 3, 2, 2, 4, 2]",25
kak bantu input resi pesanan xxxnumberxxx dengan nomer resi jp xxxphonexxx,"kak , bantu isikan resi pesanan xxxnumberxxx dengan nomor resi jp xxxphonexxx .","[1, 2, 4, 0, 5, 6, 7, 8, 9, 10, 11, 13, 0, 14, 15, 16, 17, 18, 19, 0]","[2, 4, 5, 3, 2, 2, 2, 2, 2, 2, 2, 4, 3, 2, 2, 2, 2, 2, 4, 2]",20
gampang bgt ternyata jadi mitra bonstri . ga percaya ? nih gue kasih caranya,gampang sekali ternyata menjadi mitra bonstri . tidak percaya ? saya kasih caranya .,"[1, 4, 0, 0, 6, 0, 7, 8, 9, 10, 12, 0, 13, 16, 0, 0, 17, 18, 0]","[2, 4, 3, 3, 4, 3, 2, 2, 2, 2, 4, 3, 2, 4, 3, 3, 2, 4, 2]",19
"hi kak , dari awal pemesanan mau bayar gak bisa terus ni kak . solusinya gimana ya ?","hai kak , dari awal pemesanan mau bayar tidak bisa terus nih kak . solusinya bagaimana ?","[2, 0, 3, 4, 5, 6, 7, 8, 10, 0, 11, 13, 0, 14, 15, 18, 0, 0, 19, 0]","[4, 3, 2, 2, 2, 2, 2, 2, 4, 3, 2, 4, 3, 2, 2, 4, 3, 3, 2, 2]",20
kalo proses pemrek tahaka via klikbca brp lama prosesnya ?,berapa lama proses pembukaan rekening tahaka melalui klikbca ?,"[13, 0, 5, 0, 0, 6, 8, 0, 9, 10, 15, 0, 0, 2, 0, 16, 0]","[4, 3, 5, 3, 3, 2, 4, 3, 2, 2, 2, 3, 3, 2, 3, 2, 2]",17
iih ak pernah kaya gitu . gara2 saldo ovonya kurang dari nominal yg harus dibayar,aku pernah seperti begitu . karena saldo ovonya kurang dari nominal yang harus dibayar .,"[4, 0, 0, 0, 7, 0, 0, 10, 0, 0, 11, 12, 13, 14, 15, 17, 0, 18, 19, 0]","[4, 3, 3, 3, 5, 3, 3, 4, 3, 3, 2, 2, 2, 2, 2, 4, 3, 2, 4, 2]",20
"kembali kasih kak rizky , apabila ada pertanyaan atau kendala jangan ragu untuk dm atau mention kami di xxxuserxxx ya kak . salam ^ mei","kembali kasih kak rizky , apabila ada pertanyaan atau kendala jangan ragu untuk dm atau mention kami di xxxuserxxx kak . salam mei .","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25, 0, 26, 27, 29, 0, 30, 0]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 3, 4, 2]",31
"bang xxxuserxxx , "" gagal memuat saldo "" ini gimana yak mksdnya ? jadinya gk bisa dipake transaksi soalnya ,","bang xxxuserxxx , gagal memuat saldo . bagaimana maksudnya ? jadinya tidak bisa dipakai transaksi .","[1, 2, 3, 4, 5, 6, 8, 0, 9, 10, 18, 0, 0, 0, 0, 0, 0, 0, 19, 21, 0, 24, 0, 0, 27, 0, 0, 0]","[2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 6, 3, 3, 3, 3, 3, 3, 3, 2, 4, 3, 4, 3, 3, 4, 3, 3, 2]",28
dm itu balasan yg dimana ya ?,dm adalah balasan yang dimana ?,"[1, 3, 0, 5, 0, 7, 0, 8, 0]","[2, 4, 3, 4, 3, 2, 3, 2, 2]",9
"cek dm dari saya dong min , hadeh",cek dm dari saya admin .,"[1, 2, 3, 4, 10, 0, 0, 0, 0, 0, 0]","[2, 2, 2, 2, 5, 3, 3, 3, 3, 3, 2]",11
kok kalo baca kkn terngiang nya di gue kkn desa penari sih,mengapa kalau baca kkn terngiangnya di saya kkn desa penari ?,"[3, 0, 0, 4, 5, 6, 9, 0, 0, 11, 0, 12, 13, 15, 0, 0]","[5, 3, 3, 2, 2, 2, 5, 3, 3, 4, 3, 2, 2, 4, 3, 2]",16
pembelian berapa agar dapat pocer xxxnumberxxx xxxnumberxxx k ?,pembelian berapa agar dapat voucher xxxnumberxxx xxxnumberxxx k ?,"[1, 2, 3, 4, 6, 0, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 0]","[2, 2, 2, 2, 5, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",20
kok susah banget dapet driver buat gofood yaa ?,kenapa susah sekali dapat driver untuk gofood ?,"[2, 0, 5, 0, 0, 7, 0, 8, 9, 11, 0, 12, 0]","[4, 3, 5, 3, 3, 4, 3, 2, 2, 2, 3, 2, 2]",13
ini emang kaya tai ya . data ampe xxxnumberxxx giga ga guna bener anjing,"ini memang buruk . data sampai xxxnumberxxx giga , tidak berguna sekali parah .","[1, 6, 0, 0, 0, 0, 7, 10, 0, 0, 11, 12, 13, 14, 15, 16, 21, 0, 0, 0, 0, 0]","[2, 5, 3, 3, 3, 3, 2, 4, 3, 3, 2, 2, 2, 2, 2, 2, 9, 3, 3, 3, 3, 2]",22
min paketanku dimana aku udah ngubungin cs pulsaku abis jadi terputus padahal di track udah nyampe tujuan tapi nggk nerima jp xxxphonexxx ️,"admin paketku di mana ? aku sudah menghubungi customer service bahwa pulsaku habis , jadi terputus . padahal , di track sudah sampai tujuan , tapi tidak saya terima jp xxxphonexxx","[2, 0, 12, 0, 0, 11, 0, 0, 0, 0, 0, 14, 17, 0, 15, 16, 18, 5, 23, 0, 0, 0, 0, 24, 30, 0, 0, 0, 0, 0, 31, 32, 33, 34, 35, 0]","[4, 3, 2, 3, 3, 8, 3, 3, 3, 3, 3, 6, 2, 3, 2, 4, 5, 5, 5, 3, 3, 3, 3, 4, 6, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2]",36
"hi min , mau tanya dong . pengiriman dokumen bisa bayar ditempat penerima ga ? terima kasih","halo admin , mau bertanya . pengiriman dokumen apakan bisa bayar di tempat penerima ? terima kasih .","[3, 0, 0, 4, 7, 0, 0, 8, 9, 10, 11, 13, 0, 15, 0, 16, 17, 18, 0]","[5, 3, 3, 2, 4, 3, 3, 2, 2, 5, 2, 5, 3, 2, 3, 2, 2, 4, 2]",19
hai kak mohon cek dm yaa,hai kak . mohon cek dm .,"[1, 2, 3, 4, 5, 7, 0, 0]","[2, 2, 4, 2, 2, 4, 3, 2]",8
engga pakai bpjs mending top up link aja,"tidak menggunakan bpjs , lebih baik top up linkaja","[4, 0, 0, 0, 5, 6, 9, 0, 0, 10, 11, 13, 0, 0]","[5, 3, 3, 3, 2, 2, 6, 3, 3, 2, 2, 4, 3, 2]",14
di nomor xxxnumberxxx xxxuserxxx xxxuserxxx xxxuserxxx pakai link aja yuk untuk berbelanja,di nomor xxxnumberxxx xxxuserxxx xxxuserxxx xxxuserxxx pakai linkaja yuk untuk berbelanja .,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 23, 0, 24, 25, 26, 0]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 3, 2, 2, 4, 2]",27
"setiap pesen grab , psti sering ada cancelnya . kocak dah emng . gak tau deh sistem sma drivernya gmn , beda sma yg sebelah , jrang ada cancel .","setiap kali pesan grab , pasti sering terjadi pembatalan . lucu memang . saya tidak tahu sistem dengan pengemudinya bagaimana . berbeda dengan yang di sebelah yang jarang ada pembatalan .","[1, 4, 0, 0, 5, 6, 9, 0, 0, 14, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 24, 0, 0, 0, 27, 0, 0, 41, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 42, 0, 0, 34, 0]","[2, 5, 3, 3, 2, 2, 4, 3, 3, 5, 3, 3, 3, 3, 5, 3, 3, 3, 3, 3, 6, 3, 3, 3, 5, 3, 3, 4, 3, 3, 3, 3, 3, 3, 5, 3, 3, 3, 5, 3, 3, 7, 2]",43
"kenapa kuota internet lokal kami tidak bisa di gunakan , padahal aktivasi di tempat domisili , bagaimana jalan kluarnya ,","mengapa kuota internet lokal kami tidak dapat digunakan ? padahal , aktivasi di tempat domisili . bagaimana solusinya ?","[2, 0, 3, 4, 5, 6, 11, 0, 0, 0, 12, 10, 13, 14, 15, 16, 17, 19, 0, 25, 0, 0, 0, 0, 0, 0]","[4, 3, 2, 2, 2, 2, 6, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 4, 3, 5, 3, 3, 3, 3, 3, 2]",26
driver ybs gak ditelusuri pihak gojek mba ?,"pengemudi yang bersangkutan , tidak ditelusuri oleh pihak go - jek mbak ?","[5, 0, 0, 0, 0, 6, 7, 10, 0, 0, 11, 0]","[8, 3, 3, 3, 3, 4, 2, 7, 3, 3, 2, 2]",12
min xxxuserxxx saia ad beli paket unlimited jumbo pakai pulsa pulsa kepotong paket internet gak masuk gmna ini ?,"admin xxxuserxxx saya ada beli paket unlimited jumbo menggunakan pulsa . pulsa terpotong tetapi paket internet tidak masuk , bagaimana ini ?","[2, 0, 3, 4, 5, 9, 0, 0, 0, 10, 11, 12, 13, 14, 15, 17, 0, 18, 21, 0, 0, 22, 24, 0, 27, 0, 0, 28, 29, 0]","[4, 3, 2, 2, 2, 5, 3, 3, 3, 2, 2, 2, 2, 2, 2, 4, 3, 4, 5, 3, 3, 2, 4, 3, 5, 3, 3, 2, 2, 2]",30
keluhan yg sama dr tgl xxxnumberxxx agustus . internet lemot ! xxxnumberxxx kartu indosat prabayar freedom lemot semua . xxxnumberxxx xxxnumberxxx - xxxnumberxxx - xxxnumberxxx,keluhan yang sama dari tanggal xxxnumberxxx agustus . internet lambat ! xxxnumberxxx kartu indosat pra - bayar freedom lambat semua . xxxnumberxxx xxxnumberxxx - xxxnumberxxx - xxxnumberxxx .,"[1, 3, 0, 6, 0, 0, 7, 8, 9, 10, 11, 12, 13, 16, 0, 0, 17, 18, 19, 20, 21, 22, 23, 41, 0, 0, 29, 0, 0, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 47, 26, 43, 44, 45, 46, 53, 48, 49, 50, 51, 52, 42, 0]","[2, 4, 3, 5, 3, 3, 2, 2, 2, 2, 2, 2, 2, 4, 3, 3, 2, 2, 2, 2, 2, 2, 2, 4, 3, 3, 4, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2, 2, 2, 2, 4, 2, 2, 2, 2, 2, 4, 2]",54
iya besok rencana mau ke bank . nelpon call center ga guna anjir,"iya , besok rencananya mau ke bank . menelepon pusat bantuan , tidak berguna . parah !","[1, 2, 4, 0, 5, 6, 7, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 4, 4, 3, 2, 2, 2, 12, 3, 3, 3, 3, 3, 3, 3, 3, 2]",17
"saya sudah balas via dm ya ,",saya sudah balas via dm .,"[1, 2, 3, 4, 5, 8, 0, 0, 0]","[2, 2, 2, 2, 2, 4, 3, 3, 2]",9
hello min saya melakukan pembelian pulsa tapi blm ada report masuk,halo admin . saya melakukan pembelian pulsa tetapi belum ada report masuk .,"[3, 0, 0, 4, 5, 6, 10, 0, 0, 0, 11, 12, 13, 0]","[6, 3, 3, 2, 2, 2, 5, 3, 3, 3, 2, 2, 4, 2]",14
tidak ada pembenahan solusi antrian di kfc rata - rata xxxnumberxxx xxxnumberxxx mnit lebih di atas jam xxxnumberxxx antrian bisa satu jam,tidak ada pembenahan solusi antrian di kfc rata - rata xxxnumberxxx menit lebih di atas jam xxxnumberxxx . antrian bisa satu jam .,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 23, 0, 0, 0, 0, 0, 0, 0, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 0]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2, 2, 2, 4, 2]",37
tolong dong min no . pesanan xxxnumberxxx belum masuk sama sekali nih pulsanya dari semalem . saya butuh pulsa cepat nih sekarang,tolong dong admin . nomor pesanan xxxnumberxxx belum masuk sama sekali pulsanya dari semalam . saya butuh pulsa cepat sekarang .,"[1, 2, 5, 0, 0, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 0, 18, 19, 22, 0, 0, 23, 24, 25, 26, 28, 0, 29, 0]","[2, 2, 4, 3, 3, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 4, 3, 3, 2, 2, 2, 2, 2, 3, 4, 2]",30
monopoli dom ku kok gak ada min ️ 🤧,monopoli dom aku mengapa tidak ada admin ?,"[1, 2, 6, 0, 0, 0, 9, 0, 0, 0]","[2, 2, 6, 3, 3, 3, 5, 3, 3, 2]",10
"saya mau tanya min , saya kan tebilang nasabah baru nih , apakah bisa tarik tunai di atm mandiri syariah ?","saya mau tanya admin . saya kan terbilang nasabah baru , apakah bisa tarik tunai di atm mandiri syariah ?","[1, 2, 3, 6, 0, 0, 7, 10, 0, 0, 11, 13, 0, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 0]","[2, 2, 2, 5, 3, 3, 2, 4, 3, 3, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",24
xxxnumberxxx . hari ini xxxnumberxxx . sribhawono lampung timur,xxxnumberxxx . hari ini xxxnumberxxx . sribhawono lampung timur,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 0]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",22
jp xxxphonexxx paket saya dengan noresi ini kemana . kurir jnt tuh seenaknya ubah status padahal paket blm dikasih ke kostumer,"paket saya dengan nomor resi ini jp xxxphonexxx ke mana ? pihak jnt , suka seenaknya merubah status . padahal , paket belum dikirimkan ke pelanggan .","[6, 2, 3, 4, 5, 27, 7, 8, 11, 0, 0, 1, 0, 22, 0, 16, 17, 19, 0, 21, 0, 13, 23, 30, 0, 0, 0, 15, 0, 0, 0]","[2, 2, 2, 2, 2, 2, 2, 2, 5, 3, 3, 2, 3, 2, 3, 2, 2, 5, 3, 4, 3, 2, 4, 8, 3, 3, 3, 6, 3, 3, 2]",31
"min , ini ordran saya kenap ga sampe2 yaa ? resinya gabisa cek juga lagi . gimana nihh . dibantu cek dong",admin . pesanan saya mengapa tidak sampai - sampai ? resinya tidak dapat dicek juga . bagaimana ini ? tolong dibantu periksa .,"[21, 0, 0, 26, 0, 0, 13, 0, 0, 0, 0, 0, 0, 14, 15, 19, 0, 0, 0, 25, 0, 6, 0, 0, 0, 3, 29, 0, 0, 0]","[4, 3, 3, 5, 3, 3, 8, 3, 3, 3, 3, 3, 3, 2, 2, 6, 3, 3, 3, 2, 3, 4, 3, 3, 3, 4, 5, 3, 3, 2]",30
aku orangnya sederhana . dapat gratis ongkir aja bisa bikin perut senang . makasih loh,aku orangnya sederhana . dapat gratis ongkos kirim saja bisa membuat perut senang . terima kasih .,"[1, 2, 3, 4, 5, 6, 10, 0, 0, 0, 12, 0, 13, 14, 18, 0, 0, 0, 0]","[2, 2, 2, 2, 2, 2, 6, 3, 3, 3, 4, 3, 2, 2, 6, 3, 3, 3, 2]",19
"malam , mohon info paket saya sejak tanggal xxxnumberxxx tertahan dgn status itu . blm terkirim sampai sekarang , ada apa ya ?",selamat malam . mohon saya diberi informasi . paket saya sejak tanggal xxxnumberxxx tertahan dengan status itu dan belum terkirim sampai sekarang . ada apa ?,"[1, 18, 0, 6, 0, 7, 5, 8, 9, 10, 11, 12, 13, 14, 16, 0, 17, 21, 3, 0, 0, 22, 23, 24, 26, 0, 27, 29, 0, 30, 0]","[4, 2, 3, 2, 3, 4, 6, 2, 2, 2, 2, 2, 2, 2, 4, 3, 2, 5, 2, 3, 3, 2, 2, 2, 4, 3, 2, 2, 3, 2, 2]",31
"iya di mandiri online nya saldo terpotong , cuma biasanya kn dpt email nah ini tidak email masuk","iya , di mandiri onlinenya saldo terpotong , cuma biasanya kan dapat email . ini tidak masuk email .","[1, 8, 3, 4, 6, 0, 7, 9, 2, 10, 13, 0, 0, 15, 0, 16, 18, 19, 17, 0]","[2, 2, 2, 2, 4, 3, 2, 4, 2, 2, 5, 3, 3, 4, 3, 2, 2, 4, 2, 2]",20
"mimin salah ngetiknya tuh , udh jelas di ss nya depannya itu xxxnumberxxx xxxnumberxxx xxxnumberxxx xxxnumberxxx xxxnumberxxx . xxxnumberxxx xxxnumberxxx xxxnumberxxx xxxnumberxxx xxxnumberxxx xxxnumberxxx",admin salah mengetiknya itu . sudah jelas di screenshotnya depannya itu xxxnumberxxx xxxnumberxxx xxxnumberxxx xxxnumberxxx xxxnumberxxx xxxnumberxxx xxxnumberxxx xxxnumberxxx xxxnumberxxx xxxnumberxxx xxxnumberxxx .,"[3, 0, 0, 15, 0, 0, 0, 0, 0, 0, 11, 14, 0, 0, 16, 41, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 42, 10, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 0]","[4, 3, 3, 5, 3, 3, 3, 3, 3, 3, 2, 7, 3, 3, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2]",73
"sudah saya email , tapi belum ada balasan",sudah saya email tapi belum ada balasan .,"[1, 2, 3, 5, 0, 6, 7, 8, 9, 0]","[2, 2, 2, 2, 3, 2, 2, 2, 4, 2]",10
"tanggal berapa ini , mas xxxuserxxx pakai kartu apa , kartu halo juga ?","tangal berapa ini ? mas xxxuserxxx , menggunakan kartu apa ? apakah kartu halo juga ?","[2, 0, 3, 17, 0, 6, 7, 8, 9, 13, 0, 15, 11, 14, 12, 16, 18, 5, 0]","[5, 3, 2, 2, 3, 2, 2, 2, 2, 2, 3, 2, 5, 4, 2, 2, 4, 2, 2]",19
gimana kak ? berhari2 nanya tp gak menghasilkan solusi capek deh,"bagaimana , kak ? berhari - hari saya bertanya tetapi tidak menghasilkan solusi . saya lelah .","[2, 0, 3, 4, 10, 0, 0, 0, 0, 0, 11, 14, 0, 0, 0]","[5, 3, 2, 2, 9, 3, 3, 3, 3, 3, 2, 7, 3, 3, 2]",15
ini di umumin yg dapet vouchernya kapan ya ?,kapan diumumkan yang akan mendapatkan vouchernya ?,"[10, 0, 0, 0, 0, 0, 0, 8, 9, 12, 7, 0, 13, 0]","[2, 3, 3, 3, 3, 3, 3, 2, 2, 2, 7, 3, 2, 2]",14
kalau nomor akun gojek di unreg lalu di regis kembali menggunakan kk yg berbeda apakah akan bermasalah di akunnya nanti ?,"kalau nomor akun gojek dibatalkan registrasinya lalu diregistrasi kembali menggunakan kk yang berbeda , apakah akan bermasalah di akunnya nanti ?","[1, 2, 3, 4, 5, 23, 0, 0, 0, 13, 0, 0, 0, 14, 15, 17, 0, 18, 19, 20, 21, 22, 24, 9, 25, 26, 0]","[2, 2, 2, 2, 2, 5, 3, 3, 3, 6, 3, 3, 3, 2, 2, 4, 3, 4, 2, 2, 2, 2, 4, 2, 2, 2, 2]",27
"hi , admin . mohon bantuan untuk hapus akun gojek saya yg lama ? terimakasih .",hai admin . mohon bantu untuk hapus akun gojek saya yang lama . terima kasih .,"[3, 0, 0, 4, 5, 7, 0, 8, 9, 10, 11, 12, 13, 15, 0, 18, 0, 0, 19, 0]","[4, 3, 3, 2, 2, 4, 3, 2, 2, 2, 2, 2, 2, 4, 3, 2, 3, 3, 6, 2]",20
hello ! kenapa resi wahana tidak update di history pengirimannya ?,halo ! kenapa resi wahana tidak update di history pengirimannya ?,"[2, 0, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 0]","[4, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",14
"dibaca baik - baik tolong , saya telpon dari xxxnumberxxx hingga xxxnumberxxx , yang terpotong yang mana ?","dibaca baik - baik tolong , saya telepon dari xxxnumberxxx hingga xxxnumberxxx , yang terpotong yang mana ?","[1, 2, 3, 4, 5, 6, 7, 9, 0, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 0]","[2, 2, 2, 2, 2, 2, 2, 4, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",28
do android juga sama . btw ini video request nya,di android juga sama . btw ini video permintaan nya .,"[2, 0, 3, 4, 5, 6, 7, 8, 9, 12, 0, 0, 13, 0]","[4, 3, 2, 2, 2, 2, 2, 2, 2, 4, 3, 3, 4, 2]",14
"hahaha . etapi gw nanya beneran itu , gw pikir klu akun institusi beda . lo tetep bisa mensyen dia walopun akun lo digembok",hahaha . tetapi saya tanya sungguhan . saya pikir kalau akun institusi berbeda . kamu tetap bisa mention dia walaupun akunmu digembok .,"[1, 2, 3, 10, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 17, 0, 0, 18, 24, 0, 14, 0, 0, 0, 27, 0, 0, 31, 0, 0, 0, 33, 0, 34, 35, 36, 0]","[2, 2, 2, 7, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 4, 3, 3, 2, 7, 3, 4, 3, 3, 3, 5, 3, 3, 4, 3, 3, 3, 4, 3, 2, 2, 4, 2]",37
dear xxxuserxxx . sinyal daerah sini harap diperhatikan . kliatannya perlu maintenance ( khususnya blkng gardu induk pln ) perumnas xxxnumberxxx,"kepada xxxuserxxx , sinyal daerah tempat ini harap diperhatikan . kelihatannya perlu pemeliharaan ( khususnya di belakang gardu induk pln ) perumnas xxxnumberxxx .","[2, 0, 3, 4, 5, 7, 35, 8, 10, 0, 11, 12, 15, 0, 0, 19, 0, 0, 0, 20, 24, 0, 0, 0, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 6, 0]","[4, 3, 2, 2, 2, 4, 2, 2, 5, 3, 2, 2, 4, 3, 3, 4, 3, 3, 3, 2, 5, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",36
"sudah saya dm , tolobg segera di cek dan ditangani . uang saya gak sedikit yg di top up tapi gak masuk sama sekali .","saya sudah dm , tolong segera dicek dan ditangani . uang saya tidak sedikit yang di - top up tetapi tidak masuk sama sekali .","[2, 3, 1, 4, 8, 0, 0, 0, 11, 0, 0, 12, 13, 14, 15, 17, 0, 19, 0, 20, 21, 24, 0, 0, 25, 26, 27, 28, 0]","[2, 2, 2, 2, 4, 3, 3, 3, 4, 3, 3, 2, 2, 2, 2, 4, 3, 4, 3, 4, 2, 5, 3, 3, 2, 2, 2, 2, 2]",29
lihat teman teman bnyak korban dari xxxuserxxx tanggung jawab oii,lihat teman - teman banyak korban dari xxxuserxxx . tanggung jawab !,"[1, 2, 3, 6, 0, 0, 7, 8, 9, 10, 11, 12, 13, 16, 0, 0, 0]","[2, 2, 4, 4, 3, 3, 2, 2, 2, 2, 2, 4, 2, 4, 3, 3, 2]",17
"malu dong boss , udah tua bukannya takut sama tuhan . malah takut ditagih utang .","malu , sudah tua bukannya takut pada tuhan , malah takut ditagih hutang .","[1, 4, 0, 0, 6, 0, 7, 8, 10, 0, 12, 0, 13, 14, 15, 16, 18, 0, 19, 0]","[2, 2, 3, 3, 4, 3, 2, 2, 4, 3, 4, 3, 2, 2, 2, 2, 4, 3, 2, 2]",20
tolong lah xxxuserxxx sinyal gue susah bgt ni anjing .,tolong xxxuserxxx . sinyal saya susah sekali ini anjing .,"[1, 3, 0, 4, 5, 6, 14, 9, 0, 13, 0, 0, 0, 15, 7, 0]","[2, 2, 3, 2, 2, 2, 2, 4, 3, 5, 3, 3, 3, 4, 2, 2]",16
"halo xxxuserxxx , sudah sejak kemaren jaringan anda lemoot pol di kendari , pekerjaan berantakan , ada solusi tuk saya ? thnks","halo xxxuserxxx . sudah sejak kemarin jaringan anda lambat sekali di kendari , pekerjaan berantakan , ada solusi untuk saya ? terima kasih .","[1, 2, 3, 4, 5, 7, 0, 8, 11, 0, 0, 12, 17, 0, 0, 0, 0, 18, 19, 20, 21, 22, 23, 24, 26, 0, 27, 30, 0, 0, 0]","[2, 2, 2, 2, 2, 4, 3, 2, 4, 3, 3, 2, 5, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 4, 3, 2, 6, 3, 3, 2]",31
gajian ku xxxnumberxxx bulan sekali min . . . enak dirimu min,"gaji saya setiap xxxnumberxxx bulan , admin . enak dirimu , admin .","[1, 4, 0, 0, 5, 6, 7, 8, 9, 12, 0, 0, 15, 0, 18, 16, 14, 0, 0]","[2, 5, 3, 3, 2, 2, 2, 2, 2, 5, 3, 3, 2, 3, 2, 2, 5, 3, 2]",19
kak gimana nih saya daftar paket yellow gak bisa bisa,"kak , bagaimana ini saya daftar paket yellow tidak bisa .","[1, 4, 0, 0, 5, 6, 7, 9, 0, 11, 0, 0]","[2, 6, 3, 3, 2, 2, 2, 4, 3, 4, 3, 2]",12
"dear xxxuserxxx , mohon dibantu cek pesan nya ya . terimakasih","dear xxxuserxxx , mohon dibantu cek pesannya ya . terimakasih .","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 0, 13, 14, 15, 0]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 3, 2, 2, 4, 2]",16
halo xxxuserxxx tolong balas dm saya,halo xxxuserxxx tolong balas dm saya .,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 0]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2]",11
aku hari ini xxxnumberxxx x grabfood dong,aku hari ini xxxnumberxxx x grabfood .,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 0, 0]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 3, 2]",16
"paket data langganan xxxnumberxxx xxxnumberxxx gb , xxxnumberxxx bulan ini maksudnya gimana ya min .",bagaimana maksudnya paket data langganan xxxnumberxxx xxxnumberxxx gb xxxnumberxxx bulan ?,"[23, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 0, 17, 18, 19, 20, 21, 28, 0, 1, 0, 0, 0, 0, 0]","[4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 4, 3, 2, 3, 3, 3, 3, 2]",29
